Episode,Score,MaxScore,AvgScore100,Epsilon,Steps,TotalReward
596,11,27,10.1979,0.050415,127,10.0
597,24,27,10.3402,0.050163,310,140.0
598,16,27,10.3980,0.049912,216,60.0
599,11,27,10.4040,0.049662,193,10.0
600,3,27,10.3300,0.049414,30,-70.0
601,15,27,10.3300,0.049167,236,50.0
602,1,27,10.2300,0.048921,50,-90.0
603,22,27,10.3100,0.048676,408,120.0
604,23,27,10.3200,0.048433,338,130.0
605,22,27,10.5100,0.048191,322,120.0
606,10,27,10.5700,0.047950,168,0.0
607,14,27,10.5600,0.047710,207,40.0
608,13,27,10.6900,0.047472,166,30.0
609,7,27,10.7000,0.047234,104,-30.0
610,5,27,10.6600,0.046998,98,-50.0
611,11,27,10.7600,0.046763,133,10.0
612,5,27,10.6700,0.046529,57,-50.0
613,6,27,10.7200,0.046297,79,-40.0
614,19,27,10.7500,0.046065,363,90.0
615,15,27,10.9000,0.045835,211,50.0
616,18,27,11.0400,0.045606,232,80.0
617,1,27,10.9400,0.045378,20,-90.0
618,15,27,11.0000,0.045151,170,50.0
619,16,27,11.1500,0.044925,248,60.0
620,9,27,11.0900,0.044700,124,-10.0
621,8,27,11.1700,0.044477,174,-20.0
622,17,27,11.1100,0.044254,244,70.0
623,6,27,11.0200,0.044033,98,-40.0
624,16,27,11.1500,0.043813,232,60.0
625,16,27,11.1600,0.043594,234,60.0
626,15,27,11.1500,0.043376,316,50.0
627,6,27,11.0500,0.043159,49,-40.0
628,17,27,11.1300,0.042943,224,70.0
629,15,27,11.2500,0.042729,207,50.0
630,23,27,11.3400,0.042515,325,130.0
631,12,27,11.3800,0.042302,268,20.0
632,7,27,11.2900,0.042091,147,-30.0
633,14,27,11.3900,0.041880,223,40.0
634,23,27,11.4600,0.041671,390,130.0
635,8,27,11.5000,0.041463,120,-20.0
636,12,27,11.5600,0.041255,201,20.0
637,9,27,11.6200,0.041049,109,-10.0
638,21,27,11.7500,0.040844,268,110.0
639,10,27,11.7700,0.040640,163,0.0
640,22,27,11.9100,0.040436,308,120.0
641,5,27,11.7500,0.040234,87,-50.0
642,18,27,11.7100,0.040033,289,80.0
643,21,27,11.8900,0.039833,352,110.0
644,13,27,11.9500,0.039634,354,30.0
645,20,27,11.9800,0.039435,345,100.0
646,35,35,12.2000,0.039238,517,250.0
647,3,35,12.1100,0.039042,39,-70.0
648,12,35,12.1300,0.038847,181,20.0
649,4,35,12.0200,0.038653,88,-60.0
650,13,35,12.0700,0.038459,189,30.0
651,3,35,11.9200,0.038267,72,-70.0
652,14,35,12.0000,0.038076,186,40.0
653,15,35,12.0500,0.037885,253,50.0
654,28,35,12.2400,0.037696,393,180.0
655,17,35,12.2900,0.037507,237,70.0
656,17,35,12.3000,0.037320,262,70.0
657,17,35,12.3600,0.037133,271,70.0
658,18,35,12.2700,0.036948,346,80.0
659,20,35,12.2400,0.036763,263,100.0
660,5,35,12.2400,0.036579,55,-50.0
661,14,35,12.2700,0.036396,187,40.0
662,9,35,12.2400,0.036214,141,-10.0
663,6,35,12.1500,0.036033,66,-40.0
664,14,35,12.2600,0.035853,193,40.0
665,16,35,12.3800,0.035674,207,60.0
666,18,35,12.4300,0.035495,250,80.0
667,9,35,12.4600,0.035318,99,-10.0
668,21,35,12.6500,0.035141,350,110.0
669,25,35,12.8000,0.034966,443,150.0
670,17,35,12.9400,0.034791,208,70.0
671,7,35,12.9200,0.034617,87,-30.0
672,19,35,13.1100,0.034444,311,90.0
673,4,35,13.0200,0.034272,65,-60.0
674,12,35,13.0900,0.034100,189,20.0
675,23,35,13.3100,0.033930,329,130.0
676,10,35,13.2700,0.033760,92,0.0
677,4,35,13.2100,0.033591,71,-60.0
678,27,35,13.3600,0.033423,405,170.0
679,15,35,13.3900,0.033256,217,50.0
680,22,35,13.4300,0.033090,276,120.0
681,6,35,13.2900,0.032924,86,-40.0
682,7,35,13.2900,0.032760,116,-30.0
683,15,35,13.2700,0.032596,209,50.0
684,12,35,13.2900,0.032433,215,20.0
685,14,35,13.4100,0.032271,210,40.0
686,23,35,13.5500,0.032109,317,130.0
687,3,35,13.5200,0.031949,79,-70.0
688,17,35,13.5700,0.031789,213,70.0
689,16,35,13.6500,0.031630,270,60.0
690,6,35,13.6400,0.031472,104,-40.0
691,23,35,13.6600,0.031315,429,130.0
692,10,35,13.5600,0.031158,118,0.0
693,11,35,13.5900,0.031002,247,10.0
694,7,35,13.5400,0.030847,159,-30.0
695,17,35,13.6600,0.030693,229,70.0
696,10,35,13.6500,0.030540,166,0.0
697,4,35,13.4500,0.030387,61,-60.0
698,1,35,13.3000,0.030235,23,-90.0
699,20,35,13.3900,0.030084,269,100.0
700,20,35,13.5600,0.029933,345,100.0
701,18,35,13.5900,0.029784,248,80.0
702,9,35,13.6700,0.029635,117,-10.0
703,16,35,13.6100,0.029487,292,60.0
704,26,35,13.6400,0.029339,386,160.0
705,15,35,13.5700,0.029193,237,50.0
706,19,35,13.6600,0.029047,290,90.0
707,15,35,13.6700,0.028901,287,50.0
708,19,35,13.7300,0.028757,295,90.0
709,9,35,13.7500,0.028613,123,-10.0
710,2,35,13.7200,0.028470,72,-80.0
711,10,35,13.7100,0.028328,192,0.0
712,14,35,13.8000,0.028186,205,40.0
713,12,35,13.8600,0.028045,146,20.0
714,20,35,13.8700,0.027905,247,100.0
715,16,35,13.8800,0.027765,222,60.0
716,16,35,13.8600,0.027626,195,60.0
717,27,35,14.1200,0.027488,358,170.0
718,25,35,14.2200,0.027351,402,150.0
719,18,35,14.2400,0.027214,289,80.0
720,2,35,14.1700,0.027078,35,-80.0
721,22,35,14.3100,0.026943,317,120.0
722,35,35,14.4900,0.026808,598,250.0
723,7,35,14.5000,0.026674,94,-30.0
724,19,35,14.5300,0.026541,280,90.0
725,12,35,14.4900,0.026408,177,20.0
726,17,35,14.5100,0.026276,246,70.0
727,17,35,14.6200,0.026144,253,70.0
728,23,35,14.6800,0.026014,409,130.0
729,24,35,14.7700,0.025884,323,140.0
730,11,35,14.6500,0.025754,124,10.0
731,7,35,14.6000,0.025625,110,-30.0
732,6,35,14.5900,0.025497,104,-40.0
733,27,35,14.7200,0.025370,377,170.0
734,9,35,14.5800,0.025243,118,-10.0
735,0,35,14.5000,0.025117,11,-100.0
736,13,35,14.5100,0.024991,188,30.0
737,3,35,14.4500,0.024866,34,-70.0
738,15,35,14.3900,0.024742,195,50.0
739,22,35,14.5100,0.024618,296,120.0
740,23,35,14.5200,0.024495,379,130.0
741,18,35,14.6500,0.024373,222,80.0
742,13,35,14.6000,0.024251,206,30.0
743,11,35,14.5000,0.024130,149,10.0
744,2,35,14.3900,0.024009,42,-80.0
745,8,35,14.2700,0.023889,107,-20.0
746,4,35,13.9600,0.023769,65,-60.0
747,14,35,14.0700,0.023651,230,40.0
748,12,35,14.0700,0.023532,224,20.0
749,13,35,14.1600,0.023415,180,30.0
750,23,35,14.2600,0.023298,482,130.0
751,9,9,9.0000,0.023181,116,-10.0
752,23,23,16.0000,0.023065,316,130.0
753,25,25,19.0000,0.022950,425,150.0
754,10,25,16.7500,0.022835,194,0.0
755,26,26,18.6000,0.022721,398,160.0
756,17,26,18.3333,0.022607,243,70.0
757,27,27,19.5714,0.022494,449,170.0
758,11,27,18.5000,0.022382,189,10.0
759,19,27,18.5556,0.022270,325,90.0
760,17,27,18.4000,0.022159,309,70.0
761,29,29,19.3636,0.022048,549,190.0
762,17,29,19.1667,0.021938,269,70.0
763,20,29,19.2308,0.021828,396,100.0
764,6,29,18.2857,0.021719,73,-40.0
765,9,29,17.6667,0.021610,152,-10.0
766,6,29,16.9375,0.021502,127,-40.0
767,18,29,17.0000,0.021395,306,80.0
768,14,29,16.8333,0.021288,236,40.0
769,11,29,16.5263,0.021181,207,10.0
770,9,29,16.1500,0.021075,157,-10.0
771,15,29,16.0952,0.020970,182,50.0
772,3,29,15.5000,0.020865,51,-70.0
773,17,29,15.5652,0.020761,210,70.0
774,25,29,15.9583,0.020657,402,150.0
775,21,29,16.1600,0.020554,451,110.0
776,24,29,16.4615,0.020451,284,140.0
777,13,29,16.3333,0.020349,203,30.0
778,9,29,16.0714,0.020247,108,-10.0
779,19,29,16.1724,0.020146,249,90.0
780,1,29,15.6667,0.020045,12,-90.0
781,20,29,15.8065,0.019945,246,100.0
782,8,29,15.5625,0.019845,104,-20.0
783,24,29,15.8182,0.019746,318,140.0
784,11,29,15.6765,0.019647,143,10.0
785,13,29,15.6000,0.019549,169,30.0
786,32,32,16.0556,0.019451,468,220.0
787,15,32,16.0270,0.019354,220,50.0
788,26,32,16.2895,0.019257,420,160.0
789,13,32,16.2051,0.019161,167,30.0
790,26,32,16.4500,0.019065,393,160.0
791,12,32,16.3415,0.018970,174,20.0
792,27,32,16.5952,0.018875,422,170.0
793,17,32,16.6047,0.018780,232,70.0
794,6,32,16.3636,0.018686,104,-40.0
795,12,32,16.2667,0.018593,228,20.0
796,12,32,16.1739,0.018500,166,20.0
797,13,32,16.1064,0.018408,248,30.0
798,0,32,15.7708,0.018315,40,-100.0
799,23,32,15.9184,0.018224,344,130.0
800,35,35,16.2157,0.018133,545,250.0
